vessel_client,customer,date_plugged,time_plugged,container_number,operation_type,shipping_line,plugged_status,tonnage,set_point,date_out,location,days_on_plug,plugin_price,monitoring_price,electricity_unit_price,total_electricity,total
ELAI ALAI,IOT,2024-09-12,17:41:00.000000000,TTNU8204420,Stuffing and Plugin,IOT,Full,27.33,-25,2024-09-19,Unload Container to CCCS,8,25.0,30.0,70.0,560.0,615.0
ELAI ALAI,IOT,2024-09-12,17:45:00.000000000,TTNU8204441,Stuffing and Plugin,IOT,Full,26.88,-25,2024-09-19,Unload Container to CCCS,8,25.0,30.0,70.0,560.0,615.0
ELAI ALAI,IOT,2024-09-12,17:40:00.000000000,TTNU8204903,Stuffing and Plugin,IOT,Full,27.05,-25,2024-09-19,Unload Container to CCCS,8,25.0,30.0,70.0,560.0,615.0
AMIRANTE,MAERSKLINE,2024-09-13,13:32:00.000000000,MNBU0019674,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.526,-25,2024-09-17,LML,5,25.0,30.0,70.0,350.0,405.0
OCEAN BASKET,MAERSKLINE,2024-09-13,10:35:00.000000000,MNBU0027290,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.702,-25,2024-09-18,LML,6,25.0,30.0,70.0,420.0,475.0
ISLAND CATCH,MAERSKLINE,2024-09-13,16:03:00.000000000,MNBU4463563,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.267,-25,2024-09-17,LML,5,25.0,30.0,70.0,350.0,405.0
AMIRANTE,MAERSKLINE,2024-09-13,12:13:00.000000000,MNBU9071328,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.728,-25,2024-09-18,LML,6,25.0,30.0,70.0,420.0,475.0
ISLAND CATCH,MAERSKLINE,2024-09-13,17:59:00.000000000,MWCU5265688,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.184,-25,2024-09-17,LML,5,25.0,30.0,70.0,350.0,405.0
JAI ALAI,MAERSKLINE,2024-09-13,15:31:00.000000000,MMAU1006728,Full OSS,MAERSKLINE,Completed,12.35,-25,2024-09-17,LML,5,25.0,30.0,70.0,350.0,405.0
ADAMAS,MAERSKLINE,2024-09-13,17:00:00.000000000,MMAU1442866,Full OSS,MAERSKLINE,Partial,14.6,-25,2024-09-14,For Completion,1,25.0,0.0,70.0,70.0,95.0
ADAMAS,MAERSKLINE,2024-09-13,15:15:00.000000000,MNBU0571180,Full OSS,MAERSKLINE,Completed,20.68,-25,2024-09-19,Exchange of Hands,7,25.0,30.0,70.0,490.0,545.0
JAI ALAI,MAERSKLINE,2024-09-13,10:35:00.000000000,MNBU3157830,Full OSS,MAERSKLINE,Completed,6.65,-25,2024-09-18,LML,6,25.0,30.0,70.0,420.0,475.0
ELAI ALAI,MAERSKLINE,2024-09-13,11:37:00.000000000,MNBU3322160,Full OSS,MAERSKLINE,Full,27.19,-25,2024-09-18,LML,6,25.0,30.0,70.0,420.0,475.0
JAI ALAI,MAERSKLINE,2024-09-13,16:57:00.000000000,MNBU3390375,Full OSS,MAERSKLINE,Full,27.11,-25,2024-09-17,LML,5,25.0,30.0,70.0,350.0,405.0
JAI ALAI,MAERSKLINE,2024-09-13,13:21:00.000000000,MNBU3449719,Full OSS,MAERSKLINE,Full,27.07,-25,2024-09-18,LML,6,25.0,30.0,70.0,420.0,475.0
ADAMAS,MAERSKLINE,2024-09-13,10:35:00.000000000,MNBU3680348,Full OSS,MAERSKLINE,Full,27.03,-25,2024-09-19,Exchange of Hands,7,25.0,30.0,70.0,490.0,545.0
ADAMAS,MAERSKLINE,2024-09-13,15:17:00.000000000,MNBU3821889,Full OSS,MAERSKLINE,Completed,12.27,-25,2024-09-19,Exchange of Hands,7,25.0,30.0,70.0,490.0,545.0
ELAI ALAI,MAERSKLINE,2024-09-13,18:05:00.000000000,MNBU3862208,Full OSS,MAERSKLINE,Partial,4.84,-25,2024-09-14,For Completion,1,25.0,0.0,70.0,70.0,95.0
ELAI ALAI,MAERSKLINE,2024-09-13,16:07:00.000000000,MNBU3924090,Full OSS,MAERSKLINE,Full,26.91,-25,2024-09-17,LML,5,25.0,30.0,70.0,350.0,405.0
JAI ALAI,MAERSKLINE,2024-09-13,17:54:00.000000000,MNBU4005874,Full OSS,MAERSKLINE,Partial,7.3,-25,2024-09-21,For Completion,8,25.0,0.0,70.0,560.0,585.0
ELAI ALAI,MAERSKLINE,2024-09-13,18:24:00.000000000,MNBU4011780,Full OSS,MAERSKLINE,Partial,8.96,-25,2024-09-14,For Completion,1,25.0,0.0,70.0,70.0,95.0
JAI ALAI,MAERSKLINE,2024-09-13,12:15:00.000000000,MNBU4119455,Full OSS,MAERSKLINE,Completed,19.37,-25,2024-09-18,LML,6,25.0,30.0,70.0,420.0,475.0
ADAMAS,MAERSKLINE,2024-09-13,09:41:00.000000000,MNBU4425455,Full OSS,MAERSKLINE,Completed,10.28,-25,2024-09-19,Exchange of Hands,7,25.0,30.0,70.0,490.0,545.0
JAI ALAI,MAERSKLINE,2024-09-13,15:11:00.000000000,SUDU6193502,Full OSS,MAERSKLINE,Full,26.96,-25,2024-09-17,LML,5,25.0,30.0,70.0,350.0,405.0
JAI ALAI,MAERSKLINE,2024-09-13,10:35:00.000000000,SUDU6270065,Full OSS,MAERSKLINE,Full,27.18,-25,2024-09-18,LML,6,25.0,30.0,70.0,420.0,475.0
ELAI ALAI,IOT,2024-09-13,12:09:00.000000000,TTNU8034849,Stuffing and Plugin,IOT,Completed,21.21,-25,2024-09-18,Unload Container to CCCS,6,25.0,30.0,70.0,420.0,475.0
ELAI ALAI,IOT,2024-09-13,13:18:00.000000000,TTNU8202963,Stuffing and Plugin,IOT,Completed,11.07,-25,2024-09-18,Unload Container to CCCS,6,25.0,30.0,70.0,420.0,475.0
ELAI ALAI,IOT,2024-09-13,15:23:00.000000000,TTNU8203677,Stuffing and Plugin,IOT,Completed,15.92,-25,2024-09-18,Unload Container to CCCS,6,25.0,30.0,70.0,420.0,475.0
INPESCA S.A,MAERSKLINE,2024-09-14,12:43:00.000000000,MMAU1395980,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,26.111,-25,2024-10-23,LML,40,25.0,30.0,70.0,2800.0,2855.0
ISLAND CATCH,MAERSKLINE,2024-09-14,13:17:00.000000000,MNBU0270313,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.42,-25,2024-09-17,LML,4,25.0,30.0,70.0,280.0,335.0
INPESCA S.A,MAERSKLINE,2024-09-14,13:52:00.000000000,MNBU0377071,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,25.713,-25,2024-10-23,LML,40,25.0,30.0,70.0,2800.0,2855.0
INPESCA S.A,MAERSKLINE,2024-09-14,16:40:00.000000000,MNBU3008272,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,26.323,-25,2024-10-23,LML,40,25.0,30.0,70.0,2800.0,2855.0
ISLAND CATCH,MAERSKLINE,2024-09-14,09:56:00.000000000,MNBU3616040,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,27.441,-25,2024-09-17,LML,4,25.0,30.0,70.0,280.0,335.0
INPESCA S.A,MAERSKLINE,2024-09-14,09:53:00.000000000,MNBU3817343,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,26.142,-25,2024-10-22,LML,39,25.0,30.0,70.0,2730.0,2785.0
INPESCA S.A,MAERSKLINE,2024-09-14,11:43:00.000000000,MNBU4063356,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,25.915,-25,2024-10-23,LML,40,25.0,30.0,70.0,2800.0,2855.0
SAPMER,MAERSKLINE,2024-09-14,11:43:00.000000000,MNBU9035824,CCCS Stuffing - Basic OSS,MAERSKLINE,Completed,11.386,-25,2024-09-17,LML,4,25.0,30.0,70.0,280.0,335.0
INPESCA S.A,MAERSKLINE,2024-09-14,15:25:00.000000000,MWCU5315602,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,26.14,-25,2024-10-23,LML,40,25.0,30.0,70.0,2800.0,2855.0
ADAMAS,MAERSKLINE,2024-09-14,11:56:00.000000000,MMAU1442866,Full OSS,MAERSKLINE,Completed,12.32,-25,2024-09-19,Exchange of Hands,6,25.0,30.0,70.0,420.0,475.0
ELAI ALAI,MAERSKLINE,2024-09-14,13:50:00.000000000,MNBU3364571,Full OSS,MAERSKLINE,Partial,17.06,-25,2024-09-21,For Completion,7,25.0,0.0,70.0,490.0,515.0
ELAI ALAI,MAERSKLINE,2024-09-14,13:21:00.000000000,MNBU3862208,Full OSS,MAERSKLINE,Completed,15.49,-25,2024-09-17,LML,4,25.0,30.0,70.0,280.0,335.0
ELAI ALAI,MAERSKLINE,2024-09-14,11:46:00.000000000,MNBU4011780,Full OSS,MAERSKLINE,Completed,16.84,-25,2024-09-17,LML,4,25.0,30.0,70.0,280.0,335.0
ADAMAS,MAERSKLINE,2024-09-14,16:43:00.000000000,MWCU5335044,Full OSS,MAERSKLINE,Full,14.63,-25,2024-09-19,Exchange of Hands,6,25.0,30.0,70.0,420.0,475.0
ECHEBASTAR,MAERSKLINE,2024-09-16,14:52:00.000000000,MNBU0490597,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,24.795,-25,2024-09-24,LML,9,25.0,30.0,70.0,630.0,685.0
ECHEBASTAR,MAERSKLINE,2024-09-16,10:24:00.000000000,MNBU3415180,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,25.081,-25,2024-09-24,LML,9,25.0,30.0,70.0,630.0,685.0
ECHEBASTAR,MAERSKLINE,2024-09-16,13:10:00.000000000,MNBU3645820,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,24.755,-25,2024-09-24,LML,9,25.0,30.0,70.0,630.0,685.0
AMIRANTE,MAERSKLINE,2024-09-18,15:00:00.000000000,MMAU1169941,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.481,-25,2024-09-24,LML,7,25.0,30.0,70.0,490.0,545.0
OCEAN BASKET,MAERSKLINE,2024-09-18,16:55:00.000000000,MNBU3198589,CCCS Stuffing - Basic OSS,MAERSKLINE,Partial,19.677,-25,2024-09-19,For Completion,1,25.0,0.0,70.0,70.0,95.0
AMIRANTE,MAERSKLINE,2024-09-18,10:16:00.000000000,MNBU3819979,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.768,-25,2024-09-24,LML,7,25.0,30.0,70.0,490.0,545.0
AMIRANTE,MAERSKLINE,2024-09-18,12:30:00.000000000,MNBU9165670,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.661,-25,2024-09-24,LML,7,25.0,30.0,70.0,490.0,545.0
OCEAN BASKET,MAERSKLINE,2024-09-19,10:43:00.000000000,MNBU3198589,CCCS Stuffing - Basic OSS,MAERSKLINE,Completed,8.89,-25,2024-09-24,LML,6,25.0,30.0,70.0,420.0,475.0
OCEAN BASKET,MAERSKLINE,2024-09-19,12:00:00.000000000,MNBU3246748,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.444,-25,2024-09-24,LML,6,25.0,30.0,70.0,420.0,475.0
OCEAN BASKET,MAERSKLINE,2024-09-19,16:30:00.000000000,MNBU3405367,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.435,-25,2024-09-24,LML,6,25.0,30.0,70.0,420.0,475.0
ISLAND CATCH,MAERSKLINE,2024-09-20,13:50:00.000000000,FSCU5717380,CCCS Stuffing - Basic OSS,MAERSKLINE,Full,28.532,-25,2024-09-24,LML,5,25.0,30.0,70.0,350.0,405.0
INPESCA S.A,INPESCA S.A,2024-09-20,00:01:00.000000000,MMAU1400454,Exchange of Hands,MAERSKLINE,Full,25.619,-25,2024-10-23,LML,34,0.0,30.0,70.0,2380.0,2410.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,MMAU1442866,Exchange of Hands,MAERSKLINE,Full,26.92,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
INPESCA S.A,INPESCA S.A,2024-09-20,00:01:00.000000000,MNBU0109510,Exchange of Hands,MAERSKLINE,Full,26.005,-25,2024-10-23,LML,34,0.0,30.0,70.0,2380.0,2410.0
INPESCA S.A,INPESCA S.A,2024-09-20,00:01:00.000000000,MNBU0243869,Exchange of Hands,MAERSKLINE,Full,26.0,-25,2024-10-23,LML,34,0.0,30.0,70.0,2380.0,2410.0
INPESCA S.A,INPESCA S.A,2024-09-20,00:01:00.000000000,MNBU0252006,Exchange of Hands,MAERSKLINE,Full,27.071,-25,2024-10-23,LML,34,0.0,30.0,70.0,2380.0,2410.0
INPESCA S.A,INPESCA S.A,2024-09-20,00:01:00.000000000,MNBU0263778,Exchange of Hands,MAERSKLINE,Full,26.038,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
INPESCA S.A,INPESCA S.A,2024-09-20,00:01:00.000000000,MNBU0327213,Exchange of Hands,MAERSKLINE,Full,26.207,-25,2024-10-23,LML,34,0.0,30.0,70.0,2380.0,2410.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,MNBU0362385,Exchange of Hands,MAERSKLINE,Full,26.93,-25,2024-09-25,LML,6,0.0,30.0,70.0,420.0,450.0
INPESCA S.A,INPESCA S.A,2024-09-20,00:01:00.000000000,MNBU0366230,Exchange of Hands,MAERSKLINE,Full,26.321,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
INPESCA S.A,INPESCA S.A,2024-09-20,00:01:00.000000000,MNBU0393051,Exchange of Hands,MAERSKLINE,Full,26.476,-25,2024-10-23,LML,34,0.0,30.0,70.0,2380.0,2410.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,MNBU0571180,Exchange of Hands,MAERSKLINE,Full,27.05,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,MNBU0652912,Exchange of Hands,MAERSKLINE,Full,27.13,-25,2024-09-25,LML,6,0.0,30.0,70.0,420.0,450.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,MNBU0659162,Exchange of Hands,MAERSKLINE,Full,26.95,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,MNBU3149558,Exchange of Hands,MAERSKLINE,Full,26.78,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
INPESCA S.A,INPESCA S.A,2024-09-20,00:01:00.000000000,MNBU3191835,Exchange of Hands,MAERSKLINE,Full,25.759,-25,2024-10-23,LML,34,0.0,30.0,70.0,2380.0,2410.0
INPESCA S.A,INPESCA S.A,2024-09-20,00:01:00.000000000,MNBU3366240,Exchange of Hands,MAERSKLINE,Full,25.932,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,MNBU3416401,Exchange of Hands,MAERSKLINE,Full,26.93,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,MNBU3425933,Exchange of Hands,MAERSKLINE,Full,26.81,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,MNBU3485280,Exchange of Hands,MAERSKLINE,Full,26.8,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,MNBU3680348,Exchange of Hands,MAERSKLINE,Full,27.03,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
INPESCA S.A,INPESCA S.A,2024-09-20,00:01:00.000000000,MNBU3707304,Exchange of Hands,MAERSKLINE,Full,26.386,-25,2024-10-23,Cross Stuffing,34,0.0,30.0,70.0,2380.0,2410.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,MNBU3727044,Exchange of Hands,MAERSKLINE,Full,27.15,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,MNBU3760058,Exchange of Hands,MAERSKLINE,Full,27.12,-25,2024-09-25,LML,6,0.0,30.0,70.0,420.0,450.0
INPESCA S.A,INPESCA S.A,2024-09-20,00:01:00.000000000,MNBU3762322,Exchange of Hands,MAERSKLINE,Full,26.519,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,MNBU3821889,Exchange of Hands,MAERSKLINE,Full,27.06,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,MNBU3838069,Exchange of Hands,MAERSKLINE,Full,26.87,-25,2024-09-25,LML,6,0.0,30.0,70.0,420.0,450.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,MNBU3905737,Exchange of Hands,MAERSKLINE,Full,26.85,-25,2024-09-25,LML,6,0.0,30.0,70.0,420.0,450.0
INPESCA S.A,INPESCA S.A,2024-09-20,00:01:00.000000000,MNBU3918668,Exchange of Hands,MAERSKLINE,Full,26.556,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,MNBU3978918,Exchange of Hands,MAERSKLINE,Full,27.01,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,MNBU4201141,Exchange of Hands,MAERSKLINE,Full,26.65,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,MNBU4251116,Exchange of Hands,MAERSKLINE,Full,26.84,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,MNBU4425455,Exchange of Hands,MAERSKLINE,Full,26.98,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,MNBU4451388,Exchange of Hands,MAERSKLINE,Full,26.89,-25,2024-09-25,LML,6,0.0,30.0,70.0,420.0,450.0
INPESCA S.A,INPESCA S.A,2024-09-20,00:01:00.000000000,MNBU9079252,Exchange of Hands,MAERSKLINE,Full,26.062,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,MSWU1020440,Exchange of Hands,MAERSKLINE,Full,26.97,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,MWCU5335044,Exchange of Hands,MAERSKLINE,Full,14.63,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
INPESCA S.A,INPESCA S.A,2024-09-20,00:01:00.000000000,SUDU6188255,Exchange of Hands,MAERSKLINE,Full,25.985,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,SUDU6262007,Exchange of Hands,MAERSKLINE,Full,26.86,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,SUDU8026150,Exchange of Hands,MAERSKLINE,Full,26.87,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,SUDU8211652,Exchange of Hands,MAERSKLINE,Full,26.84,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,SUDU8238946,Exchange of Hands,MAERSKLINE,Full,27.22,-25,2024-09-25,LML,6,0.0,30.0,70.0,420.0,450.0
ADAMAS,OMAN PELAGIC,2024-09-20,00:01:00.000000000,TLLU1177234,Exchange of Hands,MAERSKLINE,Full,27.05,-25,2024-09-24,LML,5,0.0,30.0,70.0,350.0,380.0
INPESCA S.A,INPESCA S.A,2024-09-20,00:01:00.000000000,TLLU1219495,Exchange of Hands,MAERSKLINE,Full,26.491,-25,2024-10-23,LML,34,0.0,30.0,70.0,2380.0,2410.0
GLENAN,IOT,2024-09-20,15:46:00.000000000,TRIU8881637,Stuffing and Plugin,IOT,Full,26.94,-25,2024-10-01,IOT,12,25.0,30.0,70.0,840.0,895.0
GLENAN,IOT,2024-09-20,17:06:00.000000000,TTNU8034849,Stuffing and Plugin,IOT,Partial,10.32,-25,2024-09-21,For Completion,1,25.0,0.0,70.0,70.0,95.0
GLENAN,IOT,2024-09-20,17:04:00.000000000,TTNU8192823,Stuffing and Plugin,IOT,Partial,8.49,-25,2024-09-21,For Completion,1,25.0,0.0,70.0,70.0,95.0
GLENAN,IOT,2024-09-20,14:15:00.000000000,TTNU8202963,Stuffing and Plugin,IOT,Full,26.94,-25,2024-10-01,IOT,12,25.0,30.0,70.0,840.0,895.0
GLENAN,IOT,2024-09-20,16:24:00.000000000,TTNU8203342,Stuffing and Plugin,IOT,Full,27.02,-25,2024-10-01,IOT,12,25.0,30.0,70.0,840.0,895.0
GLENAN,IOT,2024-09-20,11:13:00.000000000,TTNU8203677,Stuffing and Plugin,IOT,Full,27.04,-25,2024-09-27,IOT,8,25.0,30.0,70.0,560.0,615.0
ECHEBASTAR,MAERSKLINE,2024-09-21,12:34:00.000000000,MNBU3364571,CCCS Stuffing - Basic OSS,MAERSKLINE,Completed,10.499,-25,2024-09-24,LML,4,25.0,30.0,70.0,280.0,335.0
ECHEBASTAR,MAERSKLINE,2024-09-21,10:33:00.000000000,MNBU4005874,CCCS Stuffing - Basic OSS,MAERSKLINE,Completed,19.134,-25,2024-09-24,LML,4,25.0,30.0,70.0,280.0,335.0
GLENAN,IOT,2024-09-21,11:11:00.000000000,TCLU1225308,Stuffing and Plugin,IOT,Full,26.61,-25,2024-09-27,IOT,7,25.0,30.0,70.0,490.0,545.0
GLENAN,IOT,2024-09-21,09:48:00.000000000,TRIU8898310,Stuffing and Plugin,IOT,Full,26.61,-25,2024-09-26,IOT,6,25.0,30.0,70.0,420.0,475.0
GLENAN,IOT,2024-09-21,11:00:00.000000000,TTNU8034849,Stuffing and Plugin,IOT,Completed,16.76,-25,2024-09-26,IOT,6,25.0,30.0,70.0,420.0,475.0
GLENAN,IOT,2024-09-21,09:31:00.000000000,TTNU8192823,Stuffing and Plugin,IOT,Completed,18.4,-25,2024-09-26,IOT,6,25.0,30.0,70.0,420.0,475.0
GLENAN,IOT,2024-09-21,13:16:00.000000000,TTNU8203614,Stuffing and Plugin,IOT,Full,5.28,-25,2024-10-01,IOT,11,25.0,30.0,70.0,770.0,825.0
GLENAN,IOT,2024-09-21,13:35:00.000000000,TTNU8204204,Stuffing and Plugin,IOT,Full,19.96,-25,2024-09-27,IOT,7,25.0,30.0,70.0,490.0,545.0
DRENNEC,MAERSKLINE,2024-09-22,16:04:00.000000000,MNBU3402310,Full OSS,MAERSKLINE,Partial,14.9,-25,2024-09-23,For Completion,1,25.0,0.0,70.0,70.0,95.0
DRENNEC,MAERSKLINE,2024-09-22,14:02:00.000000000,MNBU9013912,Full OSS,MAERSKLINE,Full,25.91,-25,2024-10-01,LML,10,25.0,30.0,70.0,700.0,755.0
DRENNEC,IOT,2024-09-22,14:00:00.000000000,TCLU1223305,Stuffing and Plugin,IOT,Full,25.93,-25,2024-10-07,IOT,16,25.0,30.0,70.0,1120.0,1175.0
DRENNEC,IOT,2024-09-22,16:09:00.000000000,TTNU8058692,Stuffing and Plugin,IOT,Partial,15.57,-25,2024-09-23,For Completion,1,25.0,0.0,70.0,70.0,95.0
DRENNEC,IOT,2024-09-22,14:00:00.000000000,TTNU8193347,Stuffing and Plugin,IOT,Full,26.01,-25,2024-10-07,IOT,16,25.0,30.0,70.0,1120.0,1175.0
DRENNEC,IOT,2024-09-22,15:59:00.000000000,TTNU8203363,Stuffing and Plugin,IOT,Partial,2.11,-25,2024-09-23,For Completion,1,25.0,0.0,70.0,70.0,95.0
DRENNEC,IOT,2024-09-22,14:41:00.000000000,TTNU8374957,Stuffing and Plugin,IOT,Full,25.93,-25,2024-10-07,IOT,16,25.0,30.0,70.0,1120.0,1175.0
DRENNEC,MAERSKLINE,2024-09-23,11:59:00.000000000,MNBU0656688,Full OSS,MAERSKLINE,Full,25.79,-25,2024-10-01,LML,9,25.0,30.0,70.0,630.0,685.0
DRENNEC,MAERSKLINE,2024-09-23,11:15:00.000000000,MNBU3402310,Full OSS,MAERSKLINE,Completed,10.93,-25,2024-10-01,LML,9,25.0,30.0,70.0,630.0,685.0
DRENNEC,MAERSKLINE,2024-09-23,14:50:00.000000000,MNBU3572596,Full OSS,MAERSKLINE,Full,25.99,-25,2024-10-01,LML,9,25.0,30.0,70.0,630.0,685.0
DRENNEC,MAERSKLINE,2024-09-23,14:56:00.000000000,MNBU9042356,Full OSS,MAERSKLINE,Full,26.0,-25,2024-10-01,LML,9,25.0,30.0,70.0,630.0,685.0
DRENNEC,MAERSKLINE,2024-09-23,16:59:00.000000000,SUDU6077272,Full OSS,MAERSKLINE,Partial,15.37,-25,2024-09-24,For Completion,1,25.0,0.0,70.0,70.0,95.0
DRENNEC,MAERSKLINE,2024-09-23,17:05:00.000000000,SUDU6194453,Full OSS,MAERSKLINE,Partial,23.34,-25,2024-09-24,For Completion,1,25.0,0.0,70.0,70.0,95.0
DRENNEC,MAERSKLINE,2024-09-23,15:28:00.000000000,SUDU8195926,Full OSS,MAERSKLINE,Full,25.78,-25,2024-10-01,LML,9,25.0,30.0,70.0,630.0,685.0
DRENNEC,IOT,2024-09-23,11:05:00.000000000,TTNU8058692,Stuffing and Plugin,IOT,Completed,10.46,-25,2024-10-07,IOT,15,25.0,30.0,70.0,1050.0,1105.0
DRENNEC,IOT,2024-09-23,17:02:00.000000000,TTNU8203363,Stuffing and Plugin,IOT,Partial,1.81,-25,2024-09-24,For Completion,1,25.0,0.0,70.0,70.0,95.0
DRENNEC,IOT,2024-09-23,12:01:00.000000000,TTNU8203548,Stuffing and Plugin,IOT,Full,26.01,-25,2024-10-07,IOT,15,25.0,30.0,70.0,1050.0,1105.0
DRENNEC,MAERSKLINE,2024-09-24,09:45:00.000000000,MNBU0298795,Full OSS,MAERSKLINE,Full,25.98,-25,2024-10-01,LML,8,25.0,30.0,70.0,560.0,615.0
BERNICA,MAERSKLINE,2024-09-24,13:40:00.000000000,MNBU0412085,Full OSS,MAERSKLINE,Full,26.45,-25,2024-10-01,LML,8,25.0,30.0,70.0,560.0,615.0
DRENNEC,MAERSKLINE,2024-09-24,14:40:00.000000000,MNBU0664024,Full OSS,MAERSKLINE,Full,25.85,-25,2024-10-01,LML,8,25.0,30.0,70.0,560.0,615.0
DRENNEC,MAERSKLINE,2024-09-24,09:49:00.000000000,MNBU4153906,Full OSS,MAERSKLINE,Full,26.05,-25,2024-10-01,LML,8,25.0,30.0,70.0,560.0,615.0
BERNICA,MAERSKLINE,2024-09-24,17:14:00.000000000,MNBU4178340,Full OSS,MAERSKLINE,Partial,22.21,-25,2024-09-25,For Completion,1,25.0,0.0,70.0,70.0,95.0
DRENNEC,MAERSKLINE,2024-09-24,13:51:00.000000000,MNBU9061762,Full OSS,MAERSKLINE,Full,25.67,-25,2024-10-01,LML,8,25.0,30.0,70.0,560.0,615.0
DRENNEC,MAERSKLINE,2024-09-24,12:22:00.000000000,MNBU9153508,Full OSS,MAERSKLINE,Full,26.06,-25,2024-10-01,LML,8,25.0,30.0,70.0,560.0,615.0
BERNICA,MAERSKLINE,2024-09-24,16:05:00.000000000,MWCU5272671,Full OSS,MAERSKLINE,Full,26.43,-25,2024-10-01,LML,8,25.0,30.0,70.0,560.0,615.0
